shipment_id,supplier_id,product_id,shipped_quantity,dispatch_date,expected_delivery_date,status,destination_warehouse,_ingested_at,_source_file,_pipeline_version,_fail_reason
SHP08755,S047,P053,367,2024-01-05,2024-01-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08756,S007,P001,242,2024-11-09,2024-11-13,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08757,S079,P089,63,2023-07-17,2023-07-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08758,S084,P023,349,2024-08-26,2024-09-02,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08759,S094,P038,110,2024-09-29,2024-10-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08760,S091,P089,497,2024-05-18,2024-05-25,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08761,S079,P094,399,2023-10-20,2023-10-23,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08762,S015,P036,155,2024-07-28,2024-08-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08763,S057,P094,388,2024-10-28,2024-11-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08764,S020,P019,168,2023-05-31,2023-06-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08765,S056,P063,402,2023-09-27,2023-10-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08766,S056,P029,65,2024-02-26,2024-03-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08767,S094,P017,106,2024-09-06,2024-09-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08768,S055,P011,168,2023-06-24,2023-06-29,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08769,S087,P056,116,2024-06-29,2024-07-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08770,S054,P097,467,2024-11-05,2024-11-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08771,S089,P091,90,2023-02-27,2023-03-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08772,S004,P010,470,2024-11-15,2024-11-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08773,S093,P034,426,2023-10-24,2023-10-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08774,S081,P016,412,2023-11-04,2023-11-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08775,S030,P091,171,2024-10-18,2024-10-25,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08776,S091,P036,74,2024-05-24,2024-05-27,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08777,S061,P018,424,2023-05-18,2023-05-23,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08778,S044,P043,211,2023-09-06,2023-09-13,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08779,S037,P082,135,2024-08-23,2024-08-28,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08780,S090,P090,485,2024-04-19,2024-04-22,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08781,S096,P042,151,2024-11-03,2024-11-07,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08782,S068,P067,155,2024-01-17,2024-01-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08783,S009,P045,459,2023-03-04,2023-03-10,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08784,S037,P020,474,2023-04-22,2023-04-28,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08785,S010,P035,105,2023-06-29,2023-07-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08786,S014,P064,133,2024-09-05,2024-09-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08787,S050,P099,233,2024-01-18,2024-01-23,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08788,S061,P092,109,2023-02-14,2023-02-21,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08789,S073,P065,395,2023-03-26,2023-03-29,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08790,S051,P097,376,2023-07-20,2023-07-23,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08791,S033,P056,202,2023-06-18,2023-06-23,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08792,S070,P092,312,2024-01-09,2024-01-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08793,S017,P073,480,2024-10-09,2024-10-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08794,S085,P037,137,2024-05-15,2024-05-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08795,S061,P091,351,2024-11-15,2024-11-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08796,S004,P074,293,2023-03-07,2023-03-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08797,S012,P038,203,2024-12-04,2024-12-08,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08798,S014,P043,232,2023-05-29,2023-06-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08799,S053,P065,91,2024-05-30,2024-06-05,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08800,S053,P047,378,2023-10-14,2023-10-17,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08801,S097,P096,385,2024-04-18,2024-04-21,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08802,S015,P094,55,2024-03-22,2024-03-28,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08803,S036,P057,180,2024-10-14,2024-10-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08804,S099,P060,210,2024-03-28,2024-04-03,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08805,S018,P091,336,2024-07-11,2024-07-16,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08806,S052,P018,82,2023-07-14,2023-07-21,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08807,S067,P035,451,2023-11-22,2023-11-28,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08808,S095,P095,457,2023-12-04,2023-12-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08809,S018,P090,130,2023-09-19,2023-09-26,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08810,S096,P043,276,2023-05-29,2023-06-04,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08811,S052,P077,191,2023-06-08,2023-06-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08812,S100,P049,188,2023-03-15,2023-03-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08813,S003,P012,417,2023-02-03,2023-02-08,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08814,S054,P029,218,2024-01-14,2024-01-17,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08815,S062,P094,64,2023-10-02,2023-10-05,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08816,S078,P077,247,2024-10-02,2024-10-05,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08817,S074,P056,235,2024-12-06,2024-12-10,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08818,S043,P072,321,2023-01-01,2023-01-05,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08819,S080,P077,180,2024-08-15,2024-08-18,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08820,S045,P042,59,2023-09-29,2023-10-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08821,S030,P090,475,2023-01-12,2023-01-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08822,S056,P071,477,2023-09-14,2023-09-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08823,S017,P021,222,2024-12-27,2024-12-30,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08824,S066,P089,188,2024-01-24,2024-01-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08825,S013,P083,324,2024-09-11,2024-09-15,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08826,S073,P085,51,2024-01-27,2024-01-30,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08827,S043,P029,258,2023-03-20,2023-03-23,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08828,S036,P081,251,2024-11-28,2024-12-04,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08829,S087,P014,288,2024-05-07,2024-05-12,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08830,S081,P088,285,2024-05-08,2024-05-15,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08831,S032,P052,216,2023-09-18,2023-09-24,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08832,S014,P085,400,2023-10-11,2023-10-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08833,S046,P080,194,2024-07-26,2024-07-29,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08834,S077,P091,175,2024-10-22,2024-10-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08835,S046,P058,480,2024-06-28,2024-07-05,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08836,S055,P049,345,2023-10-14,2023-10-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08837,S072,P039,310,2023-10-11,2023-10-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08838,S085,P079,285,2023-09-13,2023-09-20,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08839,S095,P041,261,2024-05-19,2024-05-24,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08840,S060,P032,99,2024-01-13,2024-01-17,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08841,S097,P076,436,2023-03-13,2023-03-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08842,S013,P100,214,2023-01-28,2023-02-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08843,S009,P024,110,2024-05-25,2024-05-28,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08844,S084,P015,201,2023-08-24,2023-08-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08845,S001,P013,420,2024-02-04,2024-02-07,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08846,S055,P074,263,2023-01-28,2023-02-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08847,S081,P056,136,2024-10-17,2024-10-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08848,S068,P072,352,2024-01-30,2024-02-04,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08849,S069,P002,361,2023-05-24,2023-05-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08850,S049,P052,180,2023-02-03,2023-02-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08851,S094,P082,160,2023-08-15,2023-08-22,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08852,S002,P018,387,2023-03-27,2023-03-31,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08853,S022,P051,242,2024-10-13,2024-10-19,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08854,S002,P012,473,2024-05-26,2024-05-31,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08855,S056,P056,432,2023-02-25,2023-03-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08856,S056,P017,216,2023-02-04,2023-02-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08857,S036,P026,52,2024-02-15,2024-02-21,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08858,S036,P017,331,2024-09-01,2024-09-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08859,S026,P026,87,2024-06-23,2024-06-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08860,S054,P025,270,2024-07-30,2024-08-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08861,S086,P069,92,2024-01-21,2024-01-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08862,S006,P051,100,2023-12-13,2023-12-20,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08863,S098,P046,344,2023-11-22,2023-11-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08864,S048,P066,141,2023-03-07,2023-03-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08865,S013,P007,160,2024-07-06,2024-07-12,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08866,S049,P076,51,2024-08-10,2024-08-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08867,S032,P010,191,2023-09-02,2023-09-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08868,S023,P037,446,2023-12-29,2024-01-01,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08869,S032,P008,327,2023-02-07,2023-02-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08870,S072,P057,286,2024-08-09,2024-08-12,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08871,S017,P078,457,2024-07-01,2024-07-07,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08872,S096,P002,402,2023-06-02,2023-06-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08873,S068,P040,159,2023-01-09,2023-01-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08874,S008,P084,399,2023-01-05,2023-01-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08875,S096,P001,233,2023-07-29,2023-08-03,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08876,S087,P036,322,2023-02-09,2023-02-14,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08877,S050,P054,350,2024-08-05,2024-08-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08878,S079,P083,241,2023-05-31,2023-06-05,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08879,S013,P013,63,2024-04-15,2024-04-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08880,S014,P042,94,2024-04-22,2024-04-27,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08881,S085,P018,472,2024-03-16,2024-03-23,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08882,S017,P068,224,2024-03-27,2024-03-31,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08883,S071,P075,124,2023-03-26,2023-03-31,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08884,S035,P033,291,2024-09-09,2024-09-12,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08885,S049,P043,98,2024-04-29,2024-05-04,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08886,S032,P004,468,2023-04-27,2023-05-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08887,S053,P021,58,2023-02-11,2023-02-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08888,S057,P027,376,2024-07-05,2024-07-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08889,S052,P014,246,2024-07-27,2024-08-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08890,S090,P013,367,2023-11-05,2023-11-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08891,S065,P066,106,2024-05-16,2024-05-23,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08892,S066,P030,222,2023-10-31,2023-11-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08893,S045,P081,128,2023-03-08,2023-03-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08894,S092,P055,213,2023-03-15,2023-03-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08895,S005,P044,408,2023-01-02,2023-01-07,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08896,S013,P075,274,2024-12-29,2025-01-04,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08897,S043,P069,397,2024-03-16,2024-03-22,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08898,S025,P026,500,2024-04-26,2024-05-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08899,S009,P053,230,2023-07-30,2023-08-05,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08900,S056,P024,106,2023-08-27,2023-08-31,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08901,S030,P088,162,2023-07-20,2023-07-23,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08902,S040,P030,74,2024-11-06,2024-11-10,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08903,S090,P089,86,2024-12-03,2024-12-10,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08904,S086,P095,482,2024-05-24,2024-05-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08905,S040,P051,160,2024-11-18,2024-11-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08906,S055,P095,370,2023-06-05,2023-06-08,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08907,S014,P091,150,2023-01-02,2023-01-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08908,S002,P068,496,2023-12-30,2024-01-03,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08909,S005,P078,187,2024-06-30,2024-07-06,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08910,S094,P037,132,2023-04-06,2023-04-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08911,S070,P090,331,2023-11-05,2023-11-08,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08912,S048,P076,289,2023-06-20,2023-06-25,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08913,S096,P001,122,2023-03-24,2023-03-30,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08914,S043,P019,257,2023-12-29,2024-01-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08915,S053,P037,311,2024-03-03,2024-03-07,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08916,S006,P035,500,2024-01-22,2024-01-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08917,S095,P065,391,2023-09-04,2023-09-09,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08918,S010,P056,419,2023-12-04,2023-12-11,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08919,S025,P023,306,2024-06-14,2024-06-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08920,S088,P025,477,2024-09-24,2024-09-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08921,S019,P057,341,2024-12-01,2024-12-04,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08922,S047,P056,493,2024-10-13,2024-10-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08923,S059,P048,247,2024-02-04,2024-02-08,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08924,S058,P008,104,2023-09-28,2023-10-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08925,S027,P098,333,2024-10-07,2024-10-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08926,S073,P083,416,2023-04-19,2023-04-22,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08927,S069,P016,250,2023-05-09,2023-05-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08928,S035,P083,325,2024-09-15,2024-09-18,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08929,S034,P016,278,2024-11-10,2024-11-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08930,S086,P073,424,2023-04-30,2023-05-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08931,S050,P046,271,2024-10-19,2024-10-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08932,S031,P035,406,2024-12-08,2024-12-11,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP08933,S066,P029,89,2024-03-21,2024-03-26,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
