shipment_id,supplier_id,product_id,shipped_quantity,dispatch_date,expected_delivery_date,status,destination_warehouse
SHP07285,S054,P010,355,2023-08-05,2023-08-12,DISPATCHED,WH-HYDERABAD
SHP07286,S072,P006,171,2023-02-04,2023-02-11,DISPATCHED,WH-BANGALORE
SHP07287,S053,P021,198,2023-08-09,2023-08-14,DISPATCHED,WH-DELHI
SHP07288,S007,P080,474,2023-02-25,2023-02-28,DISPATCHED,WH-DELHI
SHP07289,S053,P075,279,2024-06-26,2024-07-03,DISPATCHED,WH-BANGALORE
SHP07290,S090,P042,166,2023-03-17,2023-03-21,DISPATCHED,WH-HYDERABAD
SHP07291,S042,P063,206,2024-01-10,2024-01-15,DISPATCHED,WH-DELHI
SHP07292,S060,P016,315,2023-06-29,2023-07-02,DISPATCHED,WH-MUMBAI
SHP07293,S096,P074,453,2024-09-26,2024-10-01,DISPATCHED,WH-MUMBAI
SHP07294,S015,P026,308,2024-10-18,2024-10-22,DISPATCHED,WH-MUMBAI
SHP07295,S071,P021,466,2023-11-07,2023-11-14,DISPATCHED,WH-BANGALORE
SHP07296,S084,P003,156,2023-01-03,2023-01-08,DISPATCHED,WH-MUMBAI
SHP07297,S062,P073,488,2024-12-24,2024-12-31,DISPATCHED,WH-BANGALORE
SHP07298,S081,P004,126,2024-03-10,2024-03-15,DISPATCHED,WH-DELHI
SHP07299,S018,P097,474,2024-02-04,2024-02-11,DISPATCHED,WH-MUMBAI
SHP07300,S030,P088,125,2023-05-17,2023-05-24,DISPATCHED,WH-MUMBAI
SHP07301,S056,P089,180,2023-08-16,2023-08-23,DISPATCHED,WH-MUMBAI
SHP07302,S037,P070,89,2023-04-29,2023-05-04,DISPATCHED,WH-BANGALORE
SHP07303,S012,P013,383,2023-05-08,2023-05-13,DISPATCHED,WH-MUMBAI
SHP07304,S027,P052,156,2023-06-30,2023-07-05,DISPATCHED,WH-BANGALORE
SHP07305,S004,P011,132,2023-08-08,2023-08-11,DISPATCHED,WH-HYDERABAD
SHP07306,S086,P078,327,2023-01-19,2023-01-26,DISPATCHED,WH-BANGALORE
SHP07307,S059,P019,154,2023-06-24,2023-06-27,DISPATCHED,WH-DELHI
SHP07308,S025,P034,145,2024-09-28,2024-10-03,DISPATCHED,WH-DELHI
SHP07309,S076,P010,314,2024-03-04,2024-03-10,DISPATCHED,WH-BANGALORE
SHP07310,S030,P073,118,2024-04-16,2024-04-19,DISPATCHED,WH-HYDERABAD
SHP07311,S060,P093,221,2024-03-19,2024-03-24,DISPATCHED,WH-MUMBAI
SHP07312,S011,P089,297,2023-09-10,2023-09-16,DISPATCHED,WH-DELHI
SHP07313,S097,P055,135,2023-08-27,2023-09-03,DISPATCHED,WH-MUMBAI
SHP07314,S034,P034,417,2023-07-26,2023-08-02,DISPATCHED,WH-BANGALORE
SHP07315,S011,P021,403,2023-05-22,2023-05-26,DISPATCHED,WH-MUMBAI
SHP07316,S024,P034,118,2023-05-28,2023-06-01,DISPATCHED,WH-MUMBAI
SHP07317,S003,P031,450,2024-03-05,2024-03-11,DISPATCHED,WH-MUMBAI
SHP07318,S023,P080,426,2024-02-18,2024-02-25,DISPATCHED,WH-MUMBAI
SHP07319,S070,P058,173,2024-08-22,2024-08-27,DISPATCHED,WH-DELHI
SHP07320,S095,P087,393,2023-02-21,2023-02-24,DISPATCHED,WH-MUMBAI
SHP07321,S070,P090,497,2023-08-27,2023-09-01,DISPATCHED,WH-DELHI
SHP07322,S081,P036,71,2023-05-07,2023-05-13,DISPATCHED,WH-HYDERABAD
SHP07323,S100,P038,386,2023-09-12,2023-09-19,DISPATCHED,WH-BANGALORE
SHP07324,S070,P096,115,2023-09-17,2023-09-20,DISPATCHED,WH-HYDERABAD
SHP07325,S077,P046,436,2024-11-06,2024-11-11,DISPATCHED,WH-BANGALORE
SHP07326,S063,P012,282,2024-10-30,2024-11-05,DISPATCHED,WH-MUMBAI
SHP07327,S051,P028,474,2024-03-11,2024-03-16,DISPATCHED,WH-BANGALORE
SHP07328,S054,P012,92,2023-07-17,2023-07-20,DISPATCHED,WH-HYDERABAD
SHP07329,S066,P074,217,2024-08-26,2024-08-29,DISPATCHED,WH-MUMBAI
SHP07330,S076,P079,221,2024-10-01,2024-10-04,DISPATCHED,WH-BANGALORE
SHP07331,S034,P022,381,2023-10-11,2023-10-16,DISPATCHED,WH-HYDERABAD
SHP07332,S037,P007,197,2023-07-07,2023-07-14,DISPATCHED,WH-DELHI
SHP07333,S012,P039,92,2023-04-05,2023-04-08,DISPATCHED,WH-MUMBAI
SHP07334,S017,P003,420,2024-07-12,2024-07-19,DISPATCHED,WH-DELHI
SHP07335,S035,P002,311,2024-10-27,2024-11-03,DISPATCHED,WH-DELHI
SHP07336,S086,P026,338,2024-04-20,2024-04-25,DISPATCHED,WH-MUMBAI
SHP07337,S005,P062,300,2024-11-19,2024-11-22,DISPATCHED,WH-BANGALORE
SHP07338,S061,P067,400,2024-09-10,2024-09-13,DISPATCHED,WH-BANGALORE
SHP07339,S095,P061,212,2024-10-28,2024-11-04,DISPATCHED,WH-BANGALORE
SHP07340,S097,P089,350,2023-10-24,2023-10-30,DISPATCHED,WH-HYDERABAD
SHP07341,S086,P084,63,2024-06-08,2024-06-11,DISPATCHED,WH-HYDERABAD
SHP07342,S049,P056,83,2024-10-10,2024-10-17,DISPATCHED,WH-MUMBAI
SHP07343,S080,P052,356,2024-12-08,2024-12-14,DISPATCHED,WH-HYDERABAD
SHP07344,S060,P013,309,2023-11-27,2023-12-04,DISPATCHED,WH-DELHI
SHP07345,S028,P053,491,2023-07-02,2023-07-06,DISPATCHED,WH-MUMBAI
SHP07346,S048,P095,440,2023-04-19,2023-04-22,DISPATCHED,WH-HYDERABAD
SHP07347,S049,P064,178,2024-12-03,2024-12-10,DISPATCHED,WH-BANGALORE
SHP07348,S070,P044,481,2023-10-09,2023-10-12,DISPATCHED,WH-BANGALORE
SHP07349,S013,P024,207,2024-04-26,2024-05-03,DISPATCHED,WH-HYDERABAD
SHP07350,S064,P001,198,2023-02-14,2023-02-20,DISPATCHED,WH-MUMBAI
SHP07351,S057,P047,106,2023-07-31,2023-08-07,DISPATCHED,WH-DELHI
SHP07352,S065,P081,363,2023-10-03,2023-10-09,DISPATCHED,WH-DELHI
SHP07353,S057,P046,140,2024-05-07,2024-05-10,DISPATCHED,WH-BANGALORE
SHP07354,S017,P099,207,2024-02-26,2024-03-04,DISPATCHED,WH-MUMBAI
SHP07355,S059,P042,52,2024-01-16,2024-01-20,DISPATCHED,WH-BANGALORE
SHP07356,S035,P081,381,2024-11-02,2024-11-06,DISPATCHED,WH-DELHI
SHP07357,S092,P050,414,2024-05-24,2024-05-28,DISPATCHED,WH-DELHI
SHP07358,S028,P067,247,2023-12-28,2024-01-03,DISPATCHED,WH-DELHI
SHP07359,S079,P053,403,2024-05-15,2024-05-18,DISPATCHED,WH-DELHI
SHP07360,S032,P051,82,2024-06-20,2024-06-27,DISPATCHED,WH-MUMBAI
SHP07361,S059,P044,57,2023-07-04,2023-07-11,DISPATCHED,WH-DELHI
SHP07362,S050,P051,345,2023-09-13,2023-09-20,DISPATCHED,WH-BANGALORE
SHP07363,S040,P032,372,2023-06-01,2023-06-07,DISPATCHED,WH-MUMBAI
SHP07364,S022,P007,120,2023-06-27,2023-07-01,DISPATCHED,WH-HYDERABAD
SHP07365,S088,P060,364,2024-01-18,2024-01-24,DISPATCHED,WH-HYDERABAD
SHP07366,S081,P070,103,2024-03-23,2024-03-26,DISPATCHED,WH-BANGALORE
SHP07367,S097,P059,253,2024-12-18,2024-12-21,DISPATCHED,WH-MUMBAI
SHP07368,S040,P099,323,2024-02-07,2024-02-11,DISPATCHED,WH-MUMBAI
SHP07369,S080,P078,460,2024-10-06,2024-10-09,DISPATCHED,WH-BANGALORE
SHP07370,S061,P061,243,2024-07-01,2024-07-05,DISPATCHED,WH-HYDERABAD
SHP07371,S043,P038,419,2024-02-12,2024-02-15,DISPATCHED,WH-DELHI
SHP07372,S023,P046,336,2023-11-10,2023-11-13,DISPATCHED,WH-MUMBAI
SHP07373,S011,P044,336,2024-12-15,2024-12-19,DISPATCHED,WH-DELHI
SHP07374,S004,P007,329,2023-11-19,2023-11-25,DISPATCHED,WH-MUMBAI
SHP07375,S074,P043,79,2023-06-21,2023-06-28,DISPATCHED,WH-MUMBAI
SHP07376,S068,P034,460,2023-02-08,2023-02-12,DISPATCHED,WH-MUMBAI
SHP07377,S098,P016,276,2024-03-20,2024-03-25,DISPATCHED,WH-HYDERABAD
SHP07378,S058,P039,56,2024-05-30,2024-06-03,DISPATCHED,WH-DELHI
SHP07379,S084,P067,455,2024-12-29,2025-01-02,DISPATCHED,WH-DELHI
SHP07380,S085,P006,409,2024-02-13,2024-02-19,DISPATCHED,WH-DELHI
SHP07381,S031,P088,151,2023-11-09,2023-11-14,DISPATCHED,WH-DELHI
SHP07382,S077,P083,465,2024-12-17,2024-12-23,DISPATCHED,WH-HYDERABAD
SHP07383,S083,P012,323,2023-06-09,2023-06-13,DISPATCHED,WH-BANGALORE
SHP07384,S014,P032,108,2024-03-09,2024-03-12,DISPATCHED,WH-BANGALORE
SHP07385,S015,P077,231,2023-04-16,2023-04-22,DISPATCHED,WH-BANGALORE
SHP07386,S002,P092,85,2023-02-11,2023-02-15,DISPATCHED,WH-DELHI
SHP07387,S004,P089,170,2024-07-22,2024-07-29,DISPATCHED,WH-DELHI
SHP07388,S089,P021,300,2023-02-21,2023-02-28,DISPATCHED,WH-MUMBAI
SHP07389,S092,P037,463,2024-10-28,2024-10-31,DISPATCHED,WH-HYDERABAD
SHP07390,S034,P027,64,2024-06-02,2024-06-08,DISPATCHED,WH-HYDERABAD
SHP07391,S018,P074,135,2024-03-05,2024-03-10,DISPATCHED,WH-BANGALORE
SHP07392,S098,P057,98,2023-05-15,2023-05-19,DISPATCHED,WH-DELHI
SHP07393,S059,P096,74,2024-02-29,2024-03-06,DISPATCHED,WH-BANGALORE
SHP07394,S048,P033,422,2023-03-15,2023-03-22,DISPATCHED,WH-BANGALORE
SHP07395,S027,P037,485,2023-07-23,2023-07-27,DISPATCHED,WH-MUMBAI
SHP07396,S015,P007,436,2024-04-14,2024-04-21,DISPATCHED,WH-DELHI
SHP07397,S078,P061,357,2023-06-04,2023-06-11,DISPATCHED,WH-DELHI
SHP07398,S069,P027,243,2023-02-10,2023-02-15,DISPATCHED,WH-BANGALORE
SHP07399,S067,P071,275,2024-01-20,2024-01-26,DISPATCHED,WH-BANGALORE
SHP07400,S073,P066,309,2023-11-25,2023-11-30,DISPATCHED,WH-BANGALORE
SHP07401,S013,P063,226,2024-09-19,2024-09-24,DISPATCHED,WH-DELHI
SHP07402,S055,P077,290,2024-01-18,2024-01-24,DISPATCHED,WH-HYDERABAD
SHP07403,S049,P021,277,2024-04-28,2024-05-04,DISPATCHED,WH-MUMBAI
SHP07404,S051,P010,300,2023-07-05,2023-07-11,DISPATCHED,WH-MUMBAI
SHP07405,S019,P026,172,2023-11-19,2023-11-22,DISPATCHED,WH-HYDERABAD
SHP07406,S022,P031,376,2024-06-30,2024-07-07,DISPATCHED,WH-HYDERABAD
SHP07407,S087,P057,307,2024-04-24,2024-04-30,DISPATCHED,WH-BANGALORE
SHP07408,S020,P041,173,2023-04-21,2023-04-25,DISPATCHED,WH-MUMBAI
SHP07409,S001,P067,349,2023-09-08,2023-09-11,DISPATCHED,WH-DELHI
SHP07410,S054,P076,354,2023-05-28,2023-06-02,DISPATCHED,WH-BANGALORE
SHP07411,S069,P017,473,2023-04-19,2023-04-25,DISPATCHED,WH-DELHI
SHP07412,S070,P036,115,2023-12-03,2023-12-06,DISPATCHED,WH-HYDERABAD
SHP07413,S030,P050,139,2023-09-13,2023-09-17,DISPATCHED,WH-MUMBAI
SHP07414,S085,P016,288,2024-05-05,2024-05-08,DISPATCHED,WH-HYDERABAD
SHP07415,S034,P065,392,2024-11-28,2024-12-02,DISPATCHED,WH-DELHI
SHP07416,S014,P045,51,2023-03-17,2023-03-23,DISPATCHED,WH-HYDERABAD
SHP07417,S017,P068,351,2023-06-10,2023-06-13,DISPATCHED,WH-MUMBAI
SHP07418,S052,P065,373,2024-01-15,2024-01-19,DISPATCHED,WH-BANGALORE
SHP07419,S003,P019,241,2024-07-14,2024-07-20,DISPATCHED,WH-MUMBAI
SHP07420,S024,P067,246,2023-08-16,2023-08-21,DISPATCHED,WH-HYDERABAD
SHP07421,S015,P038,382,2023-09-14,2023-09-19,DISPATCHED,WH-DELHI
SHP07422,S089,P098,231,2024-02-07,2024-02-14,DISPATCHED,WH-DELHI
SHP07423,S097,P092,210,2024-12-02,2024-12-09,DISPATCHED,WH-BANGALORE
SHP07424,S059,P073,84,2023-03-16,2023-03-21,DISPATCHED,WH-BANGALORE
SHP07425,S063,P051,206,2024-11-19,2024-11-22,DISPATCHED,WH-BANGALORE
SHP07426,S019,P100,353,2024-12-10,2024-12-14,DISPATCHED,WH-HYDERABAD
SHP07427,S057,P007,294,2024-11-16,2024-11-23,DISPATCHED,WH-HYDERABAD
SHP07428,S093,P081,201,2023-11-04,2023-11-11,DISPATCHED,WH-MUMBAI
SHP07429,S005,P072,489,2024-12-06,2024-12-12,DISPATCHED,WH-BANGALORE
SHP07430,S053,P100,344,2024-07-27,2024-07-31,DISPATCHED,WH-BANGALORE
SHP07431,S070,P079,230,2023-05-15,2023-05-19,DISPATCHED,WH-DELHI
SHP07432,S063,P062,447,2024-09-12,2024-09-17,DISPATCHED,WH-DELHI
SHP07433,S097,P006,310,2023-09-21,2023-09-27,DISPATCHED,WH-BANGALORE
SHP07434,S012,P057,334,2024-05-20,2024-05-25,DISPATCHED,WH-BANGALORE
SHP07435,S026,P049,61,2023-08-29,2023-09-04,DISPATCHED,WH-MUMBAI
SHP07436,S028,P095,258,2023-11-07,2023-11-14,DISPATCHED,WH-HYDERABAD
SHP07437,S047,P019,424,2023-12-10,2023-12-17,DISPATCHED,WH-HYDERABAD
SHP07438,S041,P017,277,2024-08-06,2024-08-10,DISPATCHED,WH-MUMBAI
SHP07439,S091,P062,199,2024-03-31,2024-04-04,DISPATCHED,WH-MUMBAI
SHP07440,S074,P079,293,2024-08-14,2024-08-21,DISPATCHED,WH-HYDERABAD
SHP07441,S067,P060,215,2023-09-13,2023-09-20,DISPATCHED,WH-HYDERABAD
SHP07442,S014,P023,231,2024-03-17,2024-03-21,DISPATCHED,WH-MUMBAI
SHP07443,S100,P057,287,2023-08-17,2023-08-22,DISPATCHED,WH-BANGALORE
SHP07444,S031,P042,480,2024-05-08,2024-05-15,DISPATCHED,WH-BANGALORE
SHP07445,S038,P024,386,2024-11-27,2024-11-30,DISPATCHED,WH-MUMBAI
SHP07446,S079,P085,316,2024-11-15,2024-11-22,DISPATCHED,WH-HYDERABAD
SHP07447,S043,P080,84,2024-02-29,2024-03-07,DISPATCHED,WH-DELHI
SHP07448,S072,P035,457,2024-02-05,2024-02-11,DISPATCHED,WH-BANGALORE
SHP07449,S026,P006,350,2024-05-28,2024-06-02,DISPATCHED,WH-DELHI
SHP07450,S024,P034,189,2023-01-20,2023-01-27,DISPATCHED,WH-MUMBAI
SHP07451,S009,P085,116,2024-02-22,2024-02-26,DISPATCHED,WH-BANGALORE
SHP07452,S053,P069,117,2024-06-30,2024-07-07,DISPATCHED,WH-MUMBAI
SHP07453,S032,P080,244,2023-01-09,2023-01-14,DISPATCHED,WH-HYDERABAD
SHP07454,S071,P094,287,2023-12-31,2024-01-05,DISPATCHED,WH-MUMBAI
SHP07455,S048,P011,236,2023-10-08,2023-10-11,DISPATCHED,WH-BANGALORE
SHP07456,S022,P084,485,2024-09-28,2024-10-04,DISPATCHED,WH-MUMBAI
SHP07457,S008,P035,198,2023-05-12,2023-05-16,DISPATCHED,WH-DELHI
SHP07458,S057,P090,145,2024-08-11,2024-08-14,DISPATCHED,WH-DELHI
SHP07459,S018,P099,221,2024-05-19,2024-05-23,DISPATCHED,WH-HYDERABAD
SHP07460,S054,P060,297,2023-06-28,2023-07-01,DISPATCHED,WH-BANGALORE
SHP07461,S078,P050,460,2024-03-28,2024-04-01,DISPATCHED,WH-HYDERABAD
SHP07462,S047,P025,485,2024-11-16,2024-11-23,DISPATCHED,WH-HYDERABAD
SHP07463,S033,P079,434,2023-04-06,2023-04-13,DISPATCHED,WH-MUMBAI
SHP07464,S009,P079,177,2023-08-20,2023-08-27,DISPATCHED,WH-BANGALORE
SHP07465,S011,P022,61,2023-02-16,2023-02-22,DISPATCHED,WH-BANGALORE
SHP07466,S051,P081,239,2024-10-10,2024-10-14,DISPATCHED,WH-HYDERABAD
SHP07467,S002,P097,237,2024-07-24,2024-07-29,DISPATCHED,WH-BANGALORE
SHP07468,S045,P096,500,2023-10-28,2023-10-31,DISPATCHED,WH-BANGALORE
SHP07469,S013,P094,378,2023-07-12,2023-07-18,DISPATCHED,WH-MUMBAI
SHP07470,S083,P006,337,2023-10-15,2023-10-22,DISPATCHED,WH-DELHI
SHP07471,S021,P054,231,2024-09-11,2024-09-16,DISPATCHED,WH-BANGALORE
SHP07472,S013,P025,431,2024-08-09,2024-08-14,DISPATCHED,WH-HYDERABAD
SHP07473,S040,P093,233,2024-12-21,2024-12-28,DISPATCHED,WH-DELHI
SHP07474,S094,P032,155,2024-12-09,2024-12-16,DISPATCHED,WH-MUMBAI
SHP07475,S019,P095,386,2024-10-30,2024-11-03,DISPATCHED,WH-DELHI
SHP07476,S091,P014,282,2024-08-18,2024-08-24,DISPATCHED,WH-DELHI
SHP07477,S060,P086,440,2024-11-08,2024-11-12,DISPATCHED,WH-HYDERABAD
SHP07478,S074,P095,397,2023-04-13,2023-04-20,DISPATCHED,WH-HYDERABAD
SHP07479,S064,P094,395,2023-12-05,2023-12-10,DISPATCHED,WH-HYDERABAD
SHP07480,S027,P008,221,2023-10-31,2023-11-07,DISPATCHED,WH-HYDERABAD
SHP07481,S025,P059,206,2023-08-25,2023-08-29,DISPATCHED,WH-HYDERABAD
SHP07482,S089,P063,248,2023-05-26,2023-05-29,DISPATCHED,WH-MUMBAI
SHP07483,S075,P097,443,2024-07-09,2024-07-14,DISPATCHED,WH-MUMBAI
SHP07484,S067,P052,152,2024-02-10,2024-02-14,DISPATCHED,WH-DELHI
SHP07485,S002,P040,364,2024-03-21,2024-03-28,DISPATCHED,WH-DELHI
SHP07486,S074,P074,243,2024-09-04,2024-09-08,DISPATCHED,WH-DELHI
SHP07487,S097,P038,322,2024-02-26,2024-03-03,DISPATCHED,WH-MUMBAI
SHP07488,S006,P081,274,2024-08-10,2024-08-16,DISPATCHED,WH-DELHI
SHP07489,S014,P094,311,2023-07-16,2023-07-21,DISPATCHED,WH-DELHI
SHP07490,S090,P029,207,2024-04-07,2024-04-10,DISPATCHED,WH-BANGALORE
SHP07491,S020,P079,397,2024-12-14,2024-12-21,DISPATCHED,WH-HYDERABAD
SHP07492,S072,P078,243,2023-11-25,2023-12-01,DISPATCHED,WH-MUMBAI
SHP07493,S097,P011,367,2024-06-28,2024-07-03,DISPATCHED,WH-DELHI
SHP07494,S049,P042,83,2023-06-27,2023-07-04,DISPATCHED,WH-BANGALORE
SHP07495,S032,P018,461,2024-05-02,2024-05-05,DISPATCHED,WH-DELHI
SHP07496,S099,P058,140,2024-09-09,2024-09-13,DISPATCHED,WH-DELHI
SHP07497,S038,P082,73,2023-11-09,2023-11-14,DISPATCHED,WH-MUMBAI
SHP07498,S074,P020,292,2024-05-05,2024-05-09,DISPATCHED,WH-DELHI
SHP07499,S039,P026,61,2023-12-03,2023-12-10,DISPATCHED,WH-MUMBAI
SHP07500,S061,P061,55,2023-12-13,2023-12-17,DISPATCHED,WH-HYDERABAD
SHP07501,S020,P082,284,2024-07-31,2024-08-06,DISPATCHED,WH-MUMBAI
SHP07502,S039,P097,443,2024-09-05,2024-09-12,DISPATCHED,WH-BANGALORE
SHP07503,S061,P094,215,2024-06-13,2024-06-18,DISPATCHED,WH-BANGALORE
SHP07504,S096,P027,436,2023-10-21,2023-10-24,DISPATCHED,WH-DELHI
SHP07505,S062,P060,247,2024-10-16,2024-10-23,DISPATCHED,WH-BANGALORE
SHP07506,S008,P083,323,2024-02-25,2024-03-03,DISPATCHED,WH-HYDERABAD
SHP07507,S041,P080,72,2023-02-17,2023-02-21,DISPATCHED,WH-DELHI
SHP07508,S085,P060,344,2024-01-03,2024-01-06,DISPATCHED,WH-DELHI
SHP07509,S027,P043,338,2023-06-06,2023-06-09,DISPATCHED,WH-HYDERABAD
SHP07510,S014,P031,372,2023-08-04,2023-08-09,DISPATCHED,WH-DELHI
SHP07511,S041,P009,219,2024-10-08,2024-10-12,DISPATCHED,WH-HYDERABAD
SHP07512,S021,P048,133,2023-12-01,2023-12-08,DISPATCHED,WH-MUMBAI
SHP07513,S098,P080,474,2023-04-15,2023-04-21,DISPATCHED,WH-BANGALORE
SHP07514,S039,P002,386,2024-01-14,2024-01-19,DISPATCHED,WH-HYDERABAD
SHP07515,S027,P075,229,2024-10-07,2024-10-10,DISPATCHED,WH-MUMBAI
SHP07516,S088,P052,443,2024-11-04,2024-11-08,DISPATCHED,WH-BANGALORE
SHP07517,S037,P053,227,2023-12-15,2023-12-19,DISPATCHED,WH-BANGALORE
SHP07518,S009,P049,442,2024-10-23,2024-10-27,DISPATCHED,WH-HYDERABAD
SHP07519,S044,P057,298,2024-06-24,2024-07-01,DISPATCHED,WH-DELHI
SHP07520,S095,P042,260,2024-03-17,2024-03-20,DISPATCHED,WH-HYDERABAD
SHP07521,S057,P075,330,2023-06-15,2023-06-22,DISPATCHED,WH-MUMBAI
SHP07522,S096,P016,138,2024-07-06,2024-07-13,DISPATCHED,WH-HYDERABAD
SHP07523,S020,P003,350,2023-11-07,2023-11-12,DISPATCHED,WH-HYDERABAD
SHP07524,S032,P013,281,2023-04-21,2023-04-27,DISPATCHED,WH-HYDERABAD
SHP07525,S029,P043,401,2024-01-22,2024-01-25,DISPATCHED,WH-DELHI
SHP07526,S077,P054,67,2024-03-05,2024-03-10,DISPATCHED,WH-DELHI
SHP07527,S083,P040,328,2023-10-03,2023-10-08,DISPATCHED,WH-BANGALORE
SHP07528,S083,P042,71,2023-07-15,2023-07-21,DISPATCHED,WH-BANGALORE
SHP07529,S076,P061,100,2023-05-31,2023-06-03,DISPATCHED,WH-DELHI
SHP07530,S074,P086,133,2023-11-28,2023-12-01,DISPATCHED,WH-DELHI
SHP07531,S049,P078,312,2023-07-20,2023-07-23,DISPATCHED,WH-DELHI
SHP07532,S014,P071,171,2023-02-01,2023-02-06,DISPATCHED,WH-HYDERABAD
SHP07533,S098,P086,172,2023-05-31,2023-06-06,DISPATCHED,WH-DELHI
SHP07534,S013,P052,294,2023-03-31,2023-04-05,DISPATCHED,WH-DELHI
SHP07535,S026,P024,167,2023-12-14,2023-12-21,DISPATCHED,WH-MUMBAI
SHP07536,S076,P006,143,2023-04-01,2023-04-07,DISPATCHED,WH-HYDERABAD
SHP07537,S069,P089,234,2023-03-22,2023-03-27,DISPATCHED,WH-DELHI
SHP07538,S043,P038,202,2024-10-08,2024-10-13,DISPATCHED,WH-HYDERABAD
SHP07539,S065,P087,166,2024-08-16,2024-08-19,DISPATCHED,WH-MUMBAI
SHP07540,S062,P027,431,2024-05-25,2024-06-01,DISPATCHED,WH-BANGALORE
SHP07541,S071,P078,371,2023-10-03,2023-10-07,DISPATCHED,WH-DELHI
SHP07542,S088,P043,330,2024-10-22,2024-10-26,DISPATCHED,WH-BANGALORE
SHP07543,S059,P080,277,2024-08-23,2024-08-26,DISPATCHED,WH-BANGALORE
SHP07544,S049,P021,217,2024-11-14,2024-11-19,DISPATCHED,WH-DELHI
SHP07545,S029,P064,342,2024-07-05,2024-07-11,DISPATCHED,WH-DELHI
SHP07546,S036,P048,491,2024-12-08,2024-12-14,DISPATCHED,WH-MUMBAI
SHP07547,S055,P100,318,2024-07-05,2024-07-08,DISPATCHED,WH-DELHI
SHP07548,S050,P098,197,2024-09-23,2024-09-27,DISPATCHED,WH-BANGALORE
SHP07549,S012,P042,62,2024-05-09,2024-05-14,DISPATCHED,WH-DELHI
SHP07550,S092,P086,246,2023-05-26,2023-06-02,DISPATCHED,WH-DELHI
SHP07551,S090,P083,256,2024-03-14,2024-03-20,DISPATCHED,WH-BANGALORE
SHP07552,S078,P093,452,2024-12-05,2024-12-08,DISPATCHED,WH-DELHI
SHP07553,S017,P082,492,2024-11-06,2024-11-10,DISPATCHED,WH-DELHI
SHP07554,S026,P043,258,2023-02-17,2023-02-21,DISPATCHED,WH-DELHI
SHP07555,S048,P011,441,2024-03-18,2024-03-25,DISPATCHED,WH-DELHI
SHP07556,S095,P033,84,2024-08-22,2024-08-27,DISPATCHED,WH-MUMBAI
SHP07557,S062,P085,289,2024-12-13,2024-12-20,DISPATCHED,WH-MUMBAI
SHP07558,S047,P038,387,2023-01-06,2023-01-12,DISPATCHED,WH-HYDERABAD
SHP07559,S030,P017,80,2023-01-25,2023-01-31,DISPATCHED,WH-DELHI
SHP07560,S038,P078,406,2024-04-22,2024-04-27,DISPATCHED,WH-MUMBAI
SHP07561,S059,P081,163,2024-09-05,2024-09-09,DISPATCHED,WH-DELHI
SHP07562,S072,P019,461,2024-11-19,2024-11-24,DISPATCHED,WH-HYDERABAD
SHP07563,S072,P028,60,2024-02-07,2024-02-12,DISPATCHED,WH-BANGALORE
SHP07564,S058,P097,289,2024-01-03,2024-01-08,DISPATCHED,WH-HYDERABAD
SHP07565,S006,P002,324,2023-02-06,2023-02-10,DISPATCHED,WH-BANGALORE
SHP07566,S090,P092,174,2024-05-11,2024-05-15,DISPATCHED,WH-MUMBAI
SHP07567,S044,P090,179,2023-06-07,2023-06-10,DISPATCHED,WH-MUMBAI
SHP07568,S060,P001,423,2023-09-01,2023-09-08,DISPATCHED,WH-HYDERABAD
SHP07569,S059,P095,198,2024-09-07,2024-09-10,DISPATCHED,WH-HYDERABAD
SHP07570,S019,P076,442,2024-03-08,2024-03-15,DISPATCHED,WH-BANGALORE
SHP07571,S074,P080,473,2024-06-13,2024-06-20,DISPATCHED,WH-MUMBAI
SHP07572,S050,P032,478,2023-08-23,2023-08-27,DISPATCHED,WH-BANGALORE
SHP07573,S007,P017,456,2023-08-18,2023-08-25,DISPATCHED,WH-DELHI
SHP07574,S029,P057,82,2024-07-07,2024-07-13,DISPATCHED,WH-BANGALORE
SHP07575,S077,P024,144,2024-03-28,2024-03-31,DISPATCHED,WH-HYDERABAD
SHP07576,S025,P035,495,2024-10-19,2024-10-24,DISPATCHED,WH-HYDERABAD
SHP07577,S094,P059,339,2023-05-04,2023-05-08,DISPATCHED,WH-MUMBAI
SHP07578,S011,P031,307,2023-03-18,2023-03-25,DISPATCHED,WH-HYDERABAD
SHP07579,S042,P091,139,2023-10-06,2023-10-09,DISPATCHED,WH-MUMBAI
SHP07580,S085,P072,362,2023-04-19,2023-04-25,DISPATCHED,WH-BANGALORE
SHP07581,S088,P065,221,2024-12-01,2024-12-08,DISPATCHED,WH-MUMBAI
SHP07582,S069,P035,411,2024-06-12,2024-06-15,DISPATCHED,WH-BANGALORE
SHP07583,S037,P072,401,2023-10-12,2023-10-16,DISPATCHED,WH-BANGALORE
SHP07584,S066,P029,290,2024-06-08,2024-06-11,DISPATCHED,WH-HYDERABAD
SHP07585,S048,P055,360,2024-12-27,2024-12-31,DISPATCHED,WH-BANGALORE
SHP07586,S008,P097,272,2023-11-11,2023-11-16,DISPATCHED,WH-HYDERABAD
SHP07587,S003,P046,230,2024-03-02,2024-03-05,DISPATCHED,WH-MUMBAI
SHP07588,S049,P079,424,2024-07-23,2024-07-30,DISPATCHED,WH-HYDERABAD
SHP07589,S072,P092,199,2023-12-23,2023-12-30,DISPATCHED,WH-MUMBAI
